,index,date,flag,wind_id,time,open,high,low,close,io,all_volume,all_turnover,preclose,average_price,date_time,factor,ud_last,sum_ud,buy_start,buy_count,sell_count,buy_sum,sell_sum,buy_n,sell_n,sig,stop_price,pos
10,10,20150423,0.0,IC1505,93000000,8196.0,8284.8,8161.8,8274.4,15354,62211,102493227440,8265.6,8237.548620018968,2015-04-23 15:00:00,1,1.0,5.0,,1.0,,1.0,,0.0,,0.0,,0.0
11,11,20150423,1.0,IC1505,133000000,8274.4,8378.0,8220.0,8265.6,14805,62430,103491200600,8166.0,8288.57925676758,2015-04-23 15:00:00,1,1.0,6.0,,,,,,,,0.0,,0.0
12,12,20150424,0.0,IC1505,93000000,8169.0,8292.6,8124.8,8166.0,15381,72224,118519064880,8327.2,8204.96406180771,2015-04-24 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
13,13,20150424,1.0,IC1505,133000000,8166.0,8349.4,8136.4,8327.2,14603,44266,73091824400,8369.4,8255.977996656577,2015-04-24 15:00:00,1,-1.0,1.0,,,,,,,,0.0,,0.0
14,14,20150427,0.0,IC1505,93000000,8461.0,8547.8,8292.0,8369.4,15345,75204,126715007240,8347.0,8424.751824371044,2015-04-27 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
15,15,20150427,1.0,IC1505,133000000,8368.8,8395.4,8310.0,8347.0,15188,41373,69091713760,8144.4,8349.855432286757,2015-04-27 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
16,16,20150428,0.0,IC1505,93000000,8409.0,8419.0,8108.0,8144.4,17556,94801,156075160080,8147.4,8231.725407959832,2015-04-28 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
17,17,20150428,1.0,IC1505,133000000,8145.6,8183.8,8012.4,8147.4,15898,60568,98193142720,8259.0,8106.02485801083,2015-04-28 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,,0.0
18,18,20150429,0.0,IC1505,93000000,8120.0,8283.2,8102.0,8259.0,20392,77442,127068084840,8302.2,8204.080785620206,2015-04-29 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,,0.0
19,19,20150429,1.0,IC1505,133000000,8259.0,8308.6,8222.0,8302.2,17677,47936,79294238960,8362.8,8270.844350801068,2015-04-29 15:00:00,-1,-1.0,-4.0,-1.0,,,,,,,0.0,,0.0
20,20,20150430,0.0,IC1505,93000000,8369.6,8408.0,8291.6,8362.8,18547,65912,110174287800,8338.6,8357.680528583565,2015-04-30 15:00:00,1,-1.0,1.0,,,1.0,,1.0,,0.0,0.0,,0.0
21,21,20150430,1.0,IC1505,133000000,8362.8,8399.6,8310.0,8338.6,16358,48313,80646765320,8307.8,8346.280019870428,2015-04-30 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
22,22,20150504,0.0,IC1505,93000000,8338.0,8366.6,8203.6,8307.8,17614,59275,98396155400,8348.2,8299.970932096161,2015-05-04 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
23,23,20150504,1.0,IC1505,133000000,8307.4,8364.6,8289.6,8348.2,16272,35189,58519511920,8203.4,8315.029117053626,2015-05-04 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,,0.0
24,24,20150505,0.0,IC1505,93000000,8317.8,8339.8,8178.0,8203.4,17596,60536,99971783400,8145.0,8257.217473899827,2015-05-05 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
25,25,20150505,1.0,IC1505,133000000,8204.0,8208.6,8090.0,8145.0,15885,44838,73162078040,8278.0,8158.490347473125,2015-05-05 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,,0.0
26,26,20150506,0.0,IC1505,93000000,8200.2,8280.6,8181.0,8278.0,16844,52181,85923735680,8040.8,8233.239654280293,2015-05-06 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,,0.0
27,27,20150506,1.0,IC1505,133000000,8276.8,8278.6,7970.0,8040.8,15456,53123,86225679960,7956.2,8115.663644748978,2015-05-06 15:00:00,-1,-1.0,-4.0,-1.0,,,,,,,0.0,,0.0
28,28,20150507,0.0,IC1505,93000000,8013.6,8038.0,7921.0,7956.2,16261,60767,96963495960,7911.4,7978.302035644347,2015-05-07 15:00:00,-1,-1.0,-5.0,,,,,,,,0.0,,0.0
29,29,20150507,1.0,IC1505,133000000,7956.0,7997.2,7901.2,7911.4,15127,42152,66925809760,7945.4,7938.6280318846075,2015-05-07 15:00:00,-1,-1.0,-6.0,,,,,,,,0.0,,0.0
30,30,20150508,0.0,IC1505,93000000,7991.4,8100.8,7929.8,7945.4,16221,65431,104958210600,8171.2,8020.526249025691,2015-05-08 15:00:00,-1,-1.0,-7.0,,,,,,,,0.0,,0.0
31,31,20150508,1.0,IC1505,133000000,7944.2,8171.2,7922.2,8171.2,16258,50748,81627938760,8307.6,8042.478399148735,2015-05-08 15:00:00,1,-1.0,1.0,,,,,,,,0.0,,0.0
32,32,20150511,0.0,IC1505,93000000,8194.4,8338.0,8152.2,8307.6,17615,68083,112629971760,8489.8,8271.519451258024,2015-05-11 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
33,33,20150511,1.0,IC1505,133000000,8307.8,8507.6,8288.8,8489.8,16314,48245,81057390480,8527.0,8400.600111928698,2015-05-11 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
34,34,20150512,0.0,IC1505,93000000,8496.6,8547.8,8416.0,8527.0,17439,86016,145982853760,8648.0,8485.79646577381,2015-05-12 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,,0.0
35,35,20150512,1.0,IC1505,133000000,8527.0,8648.0,8505.8,8648.0,14671,59252,101631453480,8701.8,8576.204472422873,2015-05-12 15:00:00,1,1.0,5.0,,1.0,,2.0,,0.0,,0.0,,0.0
36,36,20150513,0.0,IC1505,93000000,8521.8,8744.0,8509.0,8701.8,17509,95538,164854898120,8695.8,8627.71348154661,2015-05-13 15:00:00,1,1.0,6.0,,,,,,,,0.0,,0.0
37,37,20150513,1.0,IC1505,133000000,8701.4,8778.8,8637.0,8695.8,14624,81424,141807041080,8766.0,8707.938757614464,2015-05-13 15:00:00,1,1.0,7.0,,,,,,,,0.0,,0.0
38,38,20150514,0.0,IC1505,93000000,8737.8,8811.6,8648.6,8766.0,10904,73155,127789628400,8760.4,8734.169120360877,2015-05-14 15:00:00,1,1.0,8.0,,,,,,,,0.0,,0.0
39,39,20150514,1.0,IC1505,133000000,8765.2,8792.8,8711.0,8760.4,8971,33416,58449648400,8551.6,8745.757780703854,2015-05-14 15:00:00,1,1.0,9.0,,,,,,,,0.0,,0.0
40,40,20150515,0.0,IC1506,93000000,8554.4,8595.0,8482.0,8551.6,28408,95613,163499244440,8579.8,8550.053049271542,2015-05-15 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
41,41,20150515,1.0,IC1506,133000000,8551.6,8718.0,8507.8,8579.8,28064,78623,135549666520,8782.8,8620.229864034696,2015-05-15 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,,0.0
42,42,20150518,0.0,IC1506,93000000,8610.6,8799.0,8609.8,8782.8,33675,115286,201410907600,8798.6,8735.271741581804,2015-05-18 15:00:00,1,-1.0,1.0,,,,,,,,0.0,,0.0
43,43,20150518,1.0,IC1506,133000000,8783.2,8822.0,8748.8,8798.6,32184,77124,135597346400,8987.6,8790.865774596754,2015-05-18 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
44,44,20150519,0.0,IC1506,93000000,8870.8,8994.8,8736.6,8987.6,34661,128303,227032322120,9120.8,8847.506376312323,2015-05-19 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
45,45,20150519,1.0,IC1506,133000000,8987.6,9154.2,8950.0,9120.8,33556,89941,163084647160,9405.0,9066.201574365417,2015-05-19 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,,0.0
46,46,20150520,0.0,IC1506,93000000,9194.6,9414.6,9187.4,9405.0,37263,129922,242526905440,9288.2,9333.558036360277,2015-05-20 15:00:00,1,1.0,5.0,,1.0,,3.0,,0.0,,0.0,,0.0
47,47,20150520,1.0,IC1506,133000000,9405.2,9463.4,9189.0,9288.2,35303,97933,183049136640,9558.6,9345.631025292801,2015-05-20 15:00:00,1,1.0,6.0,,,,,,,,0.0,,0.0
48,48,20150521,0.0,IC1506,93000000,9375.6,9597.2,9321.2,9558.6,39267,134076,254030201880,9734.6,9473.365922312718,2015-05-21 15:00:00,1,1.0,7.0,,,,,,,,0.0,,0.0
49,49,20150521,1.0,IC1506,133000000,9558.6,9753.4,9391.0,9734.6,38615,111320,212790355600,9634.0,9557.597718289615,2015-05-21 15:00:00,1,1.0,8.0,,,,,,,,0.0,,0.0
50,50,20150522,0.0,IC1506,93000000,9812.4,9848.0,9525.0,9634.0,40018,171891,332285233440,9741.2,9665.579740649599,2015-05-22 15:00:00,1,1.0,9.0,,,,,,,,0.0,,0.0
51,51,20150522,1.0,IC1506,133000000,9633.0,9800.0,9595.6,9741.2,37708,97920,190087811120,9946.2,9706.28120506536,2015-05-22 15:00:00,1,1.0,10.0,,,,,,,,0.0,,0.0
52,52,20150525,0.0,IC1506,93000000,9541.6,9999.0,9538.2,9946.2,41466,145309,285474863440,9966.6,9823.027597739989,2015-05-25 15:00:00,1,1.0,11.0,,,,,,,,0.0,,0.0
53,53,20150525,1.0,IC1506,133000000,9951.8,10020.0,9890.0,9966.6,39837,95194,189496483520,10240.8,9953.173704225057,2015-05-25 15:00:00,1,1.0,12.0,,,,,,,,0.0,,0.0
54,54,20150526,0.0,IC1506,93000000,10102.0,10384.6,10093.0,10240.8,42418,145696,298914557960,10532.2,10258.15938529541,2015-05-26 15:00:00,1,1.0,13.0,,,,,,,,0.0,,0.0
55,55,20150526,1.0,IC1506,133000000,10243.8,10535.0,10178.8,10532.2,40850,99788,206481069600,10404.8,10345.986972381448,2015-05-26 15:00:00,1,1.0,14.0,,,,,,,,0.0,,0.0
56,56,20150527,0.0,IC1506,93000000,10662.6,10679.0,10367.0,10404.8,44214,173841,364003427440,10552.0,10469.435502556933,2015-05-27 15:00:00,1,1.0,15.0,,,,,,,,0.0,,0.0
57,57,20150527,1.0,IC1506,133000000,10405.0,10717.6,10399.8,10552.0,42800,114060,241653456880,10411.2,10593.260427844994,2015-05-27 15:00:00,1,1.0,16.0,,,,,,,,0.0,,0.0
58,58,20150528,0.0,IC1506,93000000,10603.6,10758.2,10338.0,10411.2,45892,184150,388717456320,9977.2,10554.370250339396,2015-05-28 15:00:00,1,1.0,17.0,,,,,,,,0.0,,0.0
59,59,20150528,1.0,IC1506,133000000,10411.2,10500.4,9824.8,9977.2,40149,158175,323858859960,10225.4,10237.35925272641,2015-05-28 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
60,60,20150529,0.0,IC1506,93000000,10237.6,10324.6,9904.2,10225.4,41350,190978,386923064960,10121.0,10130.042857292463,2015-05-29 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,,0.0
61,61,20150529,1.0,IC1506,133000000,10223.8,10370.0,9962.0,10121.0,40059,138344,281887738280,10700.0,10187.927856647198,2015-05-29 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,,0.0
62,62,20150601,0.0,IC1506,93000000,10210.4,10708.0,10207.8,10700.0,46196,141446,296737994040,11025.6,10489.444524412143,2015-06-01 15:00:00,1,-1.0,1.0,,,,,,,,0.0,,0.0
63,63,20150601,1.0,IC1506,133000000,10698.8,11089.8,10601.2,11025.6,45365,100740,217467859520,11000.4,10793.520921183244,2015-06-01 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
64,64,20150602,0.0,IC1506,93000000,11098.6,11167.8,10841.2,11000.4,45361,154144,340416046560,11250.0,11042.143922565912,2015-06-02 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
65,65,20150602,1.0,IC1506,133000000,10999.8,11383.8,10914.0,11250.0,44075,106177,237148749800,11176.0,11167.613974777965,2015-06-02 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,,0.0
66,66,20150603,0.0,IC1506,93000000,11415.2,11427.6,10811.6,11176.0,46543,199668,445639069520,11099.8,11159.501510507444,2015-06-03 15:00:00,1,1.0,5.0,,1.0,,0.0,,0.0,,0.0,8196.0,0.0
67,67,20150603,1.0,IC1506,133000000,11175.8,11324.0,11042.6,11099.8,44367,118919,265832223640,10288.4,11177.029055071098,2015-06-03 15:00:00,1,1.0,6.0,,,,,,,,1.0,8196.0,1.0
68,68,20150604,0.0,IC1506,93000000,11117.8,11143.0,10030.2,10288.4,41834,217545,466687758800,10869.2,10726.235004251992,2015-06-04 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,8196.0,1.0
69,69,20150604,1.0,IC1506,133000000,10292.6,10914.0,10261.4,10869.2,35808,139913,297317056520,10884.2,10625.069025751718,2015-06-04 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,8196.0,1.0
70,70,20150605,0.0,IC1506,93000000,11033.4,11258.0,10540.0,10884.2,36287,190364,419512510080,10949.0,11018.693400012606,2015-06-05 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,8196.0,1.0
71,71,20150605,1.0,IC1506,133000000,10884.2,11039.6,10680.0,10949.0,33977,123959,270631276080,10564.0,10916.160830597213,2015-06-05 15:00:00,-1,-1.0,-4.0,-1.0,,,,,,,0.0,8196.0,1.0
72,72,20150608,0.0,IC1506,93000000,10826.0,10860.0,10384.2,10564.0,35634,171151,363257598720,10602.8,10612.196210363947,2015-06-08 15:00:00,1,-1.0,1.0,,,,,,,,0.0,8196.0,1.0
73,73,20150608,1.0,IC1506,133000000,10565.8,10850.0,10416.0,10602.8,31749,117528,249979761320,10677.2,10634.902377305834,2015-06-08 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,8196.0,1.0
74,74,20150609,0.0,IC1506,93000000,10777.6,10949.2,10586.0,10677.2,33016,187868,404381763240,10702.0,10762.390700917666,2015-06-09 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,8196.0,1.0
75,75,20150609,1.0,IC1506,133000000,10674.6,10806.6,10453.6,10702.0,31958,118974,253063966760,11114.4,10635.263450838,2015-06-09 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,8196.0,1.0
76,76,20150610,0.0,IC1506,93000000,10720.4,11138.8,10634.6,11114.4,38086,161974,352145279720,10987.8,10870.426109128624,2015-06-10 15:00:00,1,-1.0,1.0,,,,,,,,0.0,8196.0,1.0
77,77,20150610,1.0,IC1506,133000000,11122.6,11326.0,10882.0,10987.8,34462,134072,298789792840,11109.2,11142.885645026552,2015-06-10 15:00:00,1,1.0,2.0,,,,,,,,0.0,8196.0,1.0
78,78,20150611,0.0,IC1506,93000000,11021.0,11180.4,10922.0,11109.2,34065,151303,335196261960,11258.8,11076.986641375253,2015-06-11 15:00:00,1,1.0,3.0,,,,,,,,0.0,8196.0,1.0
79,79,20150611,1.0,IC1506,133000000,11109.2,11290.0,11008.2,11258.8,33448,100763,224663364600,11421.6,11148.108164703313,2015-06-11 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,8196.0,1.0
80,80,20150612,0.0,IC1506,93000000,11356.8,11469.0,11227.4,11421.6,31500,141689,321851859600,11428.0,11357.68689171354,2015-06-12 15:00:00,1,1.0,5.0,,1.0,,1.0,,1.0,,0.0,8196.0,1.0
81,81,20150612,1.0,IC1506,133000000,11421.4,11580.0,11390.4,11428.0,29352,97547,223885701800,11276.0,11475.786123612206,2015-06-12 15:00:00,1,1.0,6.0,,,,,,,,0.0,8196.0,1.0
82,82,20150615,0.0,IC1506,93000000,11494.6,11560.0,11029.6,11276.0,30334,136032,308165052600,11222.6,11326.932361503175,2015-06-15 15:00:00,1,1.0,7.0,,,,,,,,0.0,8196.0,1.0
83,83,20150615,1.0,IC1506,133000000,11276.6,11500.0,11130.2,11222.6,27572,91299,206680041960,10975.8,11318.855735550225,2015-06-15 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,8196.0,1.0
84,84,20150616,0.0,IC1506,93000000,11095.2,11121.2,10670.8,10975.8,23448,170682,372417025400,10839.0,10909.674874913582,2015-06-16 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,8196.0,1.0
85,85,20150616,1.0,IC1506,133000000,10975.8,10978.0,10656.2,10839.0,20877,111488,241655823920,10924.4,10837.75042695178,2015-06-16 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,8196.0,1.0
86,86,20150617,0.0,IC1506,93000000,10763.8,10926.2,10507.0,10924.4,21523,145165,310378018160,11033.4,10690.525200978196,2015-06-17 15:00:00,-1,-1.0,-4.0,-1.0,,,,,,,0.0,8196.0,1.0
87,87,20150617,1.0,IC1506,133000000,10926.0,11116.4,10785.4,11033.4,15569,97493,213808457520,11026.4,10965.323537074455,2015-06-17 15:00:00,-1,-1.0,-5.0,,,1.0,,2.0,,0.0,0.0,8196.0,1.0
88,88,20150618,0.0,IC1506,93000000,10981.4,11147.8,10940.4,11026.4,9227,79219,175168400720,10672.6,11055.958843206807,2015-06-18 15:00:00,1,-1.0,1.0,,,,,,,,0.0,8196.0,1.0
89,89,20150618,1.0,IC1506,133000000,11024.6,11032.0,10662.4,10672.6,6808,39073,85039116120,10184.0,10882.081759782972,2015-06-18 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,8196.0,1.0
90,90,20150619,0.0,IC1507,93000000,10500.0,10609.6,10123.0,10184.0,36321,205819,427310185040,9983.2,10380.727363362956,2015-06-19 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,8196.0,1.0
91,91,20150619,1.0,IC1507,133000000,10184.0,10450.0,9950.0,9983.2,31879,164683,334977687880,9853.8,10170.378481081836,2015-06-19 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,8196.0,1.0
92,92,20150623,0.0,IC1507,93000000,10000.0,10074.0,9375.2,9853.8,36093,202331,395588981040,9862.6,9775.787720121978,2015-06-23 15:00:00,-1,-1.0,-4.0,-1.0,,,,,,,0.0,8196.0,1.0
93,93,20150623,1.0,IC1507,133000000,9851.8,10100.0,9695.0,9862.6,34580,141284,280633084840,9734.4,9931.52391070468,2015-06-23 15:00:00,-1,-1.0,-5.0,,,,,,,,0.0,8196.0,1.0
94,94,20150624,0.0,IC1507,93000000,10003.0,10214.4,9718.0,9734.4,35172,193505,386890083480,10057.8,9996.901461977726,2015-06-24 15:00:00,-1,-1.0,-6.0,,,,,,,,0.0,8196.0,1.0
95,95,20150624,1.0,IC1507,133000000,9732.2,10079.0,9713.6,10057.8,30434,127256,252610405920,9956.6,9925.284698560383,2015-06-24 15:00:00,1,-1.0,1.0,,,,,,,,0.0,8196.0,1.0
96,96,20150625,0.0,IC1507,93000000,10003.8,10087.6,9812.6,9956.6,32025,193590,385493073160,9374.0,9956.430424092154,2015-06-25 15:00:00,1,1.0,2.0,,,,,,,,0.0,8196.0,1.0
97,97,20150625,1.0,IC1507,133000000,9955.8,9966.0,9336.0,9374.0,29296,146841,284947635840,8758.0,9702.591096492124,2015-06-25 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,8196.0,1.0
98,98,20150626,0.0,IC1507,93000000,9267.6,9380.0,8750.0,8758.0,33596,225425,407725632360,8629.0,9043.487465010536,2015-06-26 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,8196.0,1.0
99,99,20150626,1.0,IC1507,133000000,8759.8,8811.8,8629.0,8629.0,31211,52710,91668198080,7768.4,8695.522489091254,2015-06-26 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,8196.0,1.0
100,100,20150629,0.0,IC1507,93000000,8624.6,8750.0,7768.4,7768.4,29784,235762,391411225040,7768.4,8300.982029334667,2015-06-29 15:00:00,-1,-1.0,-4.0,-1.0,,,,,,,0.0,8196.0,1.0
101,101,20150629,1.0,IC1507,133000000,7768.4,8228.0,7768.4,7768.4,26304,107526,170353917280,8298.0,7921.522110001301,2015-06-29 15:00:00,-1,-1.0,-5.0,,,,,,,,0.0,8196.0,1.0
102,102,20150630,0.0,IC1507,93000000,7798.2,8536.8,7557.8,8298.0,25989,264345,422212335800,8346.0,7986.009491384365,2015-06-30 15:00:00,-1,-1.0,-6.0,,,,,,,,-1.0,8196.0,0.0
103,103,20150630,1.0,IC1507,133000000,8303.0,8626.4,8216.8,8346.0,25361,126190,211954105720,8516.2,8398.213238766939,2015-06-30 15:00:00,-1,-1.0,-7.0,,,,,,,,0.0,8196.0,0.0
104,104,20150701,0.0,IC1507,93000000,8426.6,8800.0,8405.8,8516.2,25607,225291,388647203040,7509.4,8625.44893138208,2015-07-01 15:00:00,1,-1.0,1.0,,,,,,,,0.0,8196.0,0.0
105,105,20150701,1.0,IC1507,133000000,8516.2,8538.0,7509.4,7509.4,24876,174595,284117421680,7731.8,8136.470737420888,2015-07-01 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,8196.0,0.0
106,106,20150702,0.0,IC1507,93000000,7796.8,8272.4,7482.8,7731.8,24305,290169,455813610120,7663.6,7854.278198567042,2015-07-02 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,8196.0,0.0
107,107,20150702,1.0,IC1507,133000000,7724.4,7901.8,7323.8,7663.6,20707,184161,279701115680,7825.4,7593.929107682951,2015-07-02 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,8196.0,0.0
108,108,20150703,0.0,IC1507,93000000,7569.0,7932.0,7082.0,7825.4,26110,240900,357798808760,7404.0,7426.293249481112,2015-07-03 15:00:00,-1,-1.0,-4.0,-1.0,,,,,,,0.0,8196.0,0.0
109,109,20150703,1.0,IC1507,133000000,7827.6,7827.6,7240.0,7404.0,24502,143277,214545450880,6818.6,7487.086234357224,2015-07-03 15:00:00,-1,-1.0,-5.0,,,1.0,,3.0,,0.0,0.0,8196.0,0.0
110,110,20150706,0.0,IC1507,93000000,7925.2,7940.0,6702.0,6818.6,24618,172341,252212518480,7437.0,7317.2523798747825,2015-07-06 15:00:00,-1,-1.0,-6.0,,,,,,,,0.0,8196.0,0.0
111,111,20150706,1.0,IC1507,133000000,6815.6,7500.0,6733.0,7437.0,23966,153845,219632917680,6861.4,7138.123360525205,2015-07-06 15:00:00,-1,-1.0,-7.0,,,,,,,,0.0,8196.0,0.0
112,112,20150707,0.0,IC1507,93000000,7120.2,7210.0,6667.8,6861.4,23671,99176,137231797600,6516.2,6918.599136887957,2015-07-07 15:00:00,-1,-1.0,-8.0,,,,,,,,0.0,8196.0,0.0
113,113,20150707,1.0,IC1507,133000000,6861.4,6891.0,6516.2,6516.2,22106,15065,20123945680,6101.0,6679.039389312978,2015-07-07 15:00:00,-1,-1.0,-9.0,,,,,,,,0.0,8196.0,0.0
114,114,20150708,0.0,IC1507,93000000,6700.0,6840.0,6063.2,6101.0,16760,16628,21103321840,5956.6,6345.718619196536,2015-07-08 15:00:00,-1,-1.0,-10.0,,,,,,,,0.0,8196.0,0.0
115,115,20150708,1.0,IC1507,133000000,6099.8,6121.2,5956.6,5956.6,15144,6895,8274995360,7908.2,6000.721798404641,2015-07-08 15:00:00,-1,-1.0,-11.0,,,,,,,,0.0,8196.0,0.0
116,116,20150713,0.0,IC1507,93000000,7660.0,7912.6,7386.0,7908.2,11575,55228,84709115880,7565.2,7669.037071775187,2015-07-13 15:00:00,1,-1.0,1.0,,,,,,,,0.0,8196.0,0.0
117,117,20150713,1.0,IC1507,133000000,7905.0,7928.0,7307.4,7565.2,10280,30506,47518457760,7644.2,7788.378968071855,2015-07-13 15:00:00,1,1.0,2.0,,,,,,,,0.0,8196.0,0.0
118,118,20150714,0.0,IC1507,93000000,7634.0,7970.0,7600.2,7644.2,8727,66861,103785746840,7645.0,7761.30680366731,2015-07-14 15:00:00,1,1.0,3.0,,,,,,,,0.0,8196.0,0.0
119,119,20150714,1.0,IC1507,133000000,7644.2,7826.0,7601.0,7645.0,6837,41054,63239150360,7200.6,7701.94747893019,2015-07-14 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,8196.0,0.0
120,120,20150715,0.0,IC1507,93000000,7576.6,7647.4,7169.2,7200.6,7075,51843,76828265080,7136.0,7409.704789460487,2015-07-15 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,8196.0,0.0
121,121,20150715,1.0,IC1507,133000000,7200.6,7329.0,7002.0,7136.0,5579,35631,51165088400,7457.4,7179.855799724959,2015-07-15 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,8196.0,0.0
122,122,20150716,0.0,IC1507,93000000,7067.8,7756.6,6989.0,7457.4,3203,37025,55066941800,7531.8,7436.453990546928,2015-07-16 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,8196.0,0.0
123,123,20150716,1.0,IC1507,133000000,7460.4,7584.8,7264.8,7531.8,1828,13604,20262511640,7469.0,7447.262437518377,2015-07-16 15:00:00,-1,-1.0,-4.0,-1.0,,,,,,,0.0,8196.0,0.0
124,124,20150717,0.0,IC1508,93000000,7320.0,7625.8,7282.4,7469.0,10132,79296,118810223160,7857.6,7491.564717009685,2015-07-17 15:00:00,1,-1.0,1.0,,,1.0,,0.0,,0.0,0.0,,0.0
125,125,20150717,1.0,IC1508,133000000,7469.0,7857.6,7412.2,7857.6,10762,47574,73068764400,7604.4,7679.4850548619,2015-07-17 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
126,126,20150720,0.0,IC1508,93000000,7861.0,8086.4,7424.6,7604.4,11746,114327,177413127520,7589.0,7759.021382525562,2015-07-20 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
