,index,date,flag,wind_id,time,open,high,low,close,io,all_volume,all_turnover,preclose,average_price,date_time,factor,ud_last,sum_ud,buy_start,buy_count,sell_count,buy_sum,sell_sum,buy_n,sell_n,sig,stop_price,pos
19,19,20150514,0.0,IC1505,93000000,8737.8,8811.6,8648.6,8760.4,8971,106571,186239276800,8579.8,8737.802816901409,2015-05-14 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,,0.0
20,20,20150515,0.0,IC1506,93000000,8554.4,8718.0,8482.0,8579.8,28064,174236,299048910960,8798.6,8581.719936178517,2015-05-15 15:00:00,1,1.0,5.0,,,,,,,,0.0,,0.0
21,21,20150518,0.0,IC1506,93000000,8610.6,8822.0,8609.8,8798.6,32184,192410,337008254000,9120.8,8757.555584429083,2015-05-18 15:00:00,1,1.0,6.0,,,,,,,,0.0,,0.0
22,22,20150519,0.0,IC1506,93000000,8870.8,9154.2,8736.6,9120.8,33556,218244,390116969280,9288.2,8937.633320503657,2015-05-19 15:00:00,1,1.0,7.0,,,,,,,,0.0,,0.0
23,23,20150520,0.0,IC1506,93000000,9194.6,9463.4,9187.4,9288.2,35303,227855,425576042080,9734.6,9338.747055803033,2015-05-20 15:00:00,1,1.0,8.0,,,,,,,,0.0,,0.0
24,24,20150521,0.0,IC1506,93000000,9375.6,9753.4,9321.2,9734.6,38615,245396,466820557480,9741.2,9511.576339467636,2015-05-21 15:00:00,1,1.0,9.0,,,,,,,,0.0,,0.0
25,25,20150522,0.0,IC1506,93000000,9812.4,9848.0,9525.0,9741.2,37708,269811,522373044560,9966.6,9680.351145060802,2015-05-22 15:00:00,1,1.0,10.0,,,,,,,,0.0,,0.0
26,26,20150525,0.0,IC1506,93000000,9541.6,10020.0,9538.2,9966.6,39837,240503,474971346960,10532.2,9874.541002814934,2015-05-25 15:00:00,1,1.0,11.0,,,,,,,,0.0,,0.0
27,27,20150526,0.0,IC1506,93000000,10102.0,10535.0,10093.0,10532.2,40850,245484,505395627560,10552.0,10293.860853660524,2015-05-26 15:00:00,1,1.0,12.0,,,,,,,,0.0,,0.0
28,28,20150527,0.0,IC1506,93000000,10662.6,10717.6,10367.0,10552.0,42800,287901,605656884320,9977.2,10518.49219558112,2015-05-27 15:00:00,1,1.0,13.0,,,,,,,,0.0,,0.0
29,29,20150528,0.0,IC1506,93000000,10603.6,10758.2,9824.8,9977.2,40149,342325,712576316280,10121.0,10407.891861242972,2015-05-28 15:00:00,1,1.0,14.0,,,,,,,,0.0,,0.0
30,30,20150529,0.0,IC1506,93000000,10237.6,10370.0,9904.2,10121.0,40059,329322,668810803240,11025.6,10154.359612172888,2015-05-29 15:00:00,1,1.0,15.0,,,,,,,,0.0,,0.0
31,31,20150601,0.0,IC1506,93000000,10210.4,11089.8,10207.8,11025.6,45365,242186,514205853560,11250.0,10615.92853344124,2015-06-01 15:00:00,1,1.0,16.0,,,,,,,,0.0,,0.0
32,32,20150602,0.0,IC1506,93000000,11098.6,11383.8,10841.2,11250.0,44075,260321,577564796360,11099.8,11093.319331901766,2015-06-02 15:00:00,1,1.0,17.0,,,,,,,,0.0,,0.0
33,33,20150603,0.0,IC1506,93000000,11415.2,11427.6,10811.6,11099.8,44367,318587,711471293160,10869.2,11166.044018745271,2015-06-03 15:00:00,1,1.0,18.0,,,,,,,,0.0,,0.0
34,34,20150604,0.0,IC1506,93000000,11117.8,11143.0,10030.2,10869.2,35808,357458,764004815320,10949.0,10686.637525527474,2015-06-04 15:00:00,1,1.0,19.0,,,,,,,,0.0,,0.0
35,35,20150605,0.0,IC1506,93000000,11033.4,11258.0,10540.0,10949.0,33977,314323,690143786160,10602.8,10978.257813777547,2015-06-05 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
36,36,20150608,0.0,IC1506,93000000,10826.0,10860.0,10384.2,10602.8,31749,288679,613237360040,10702.0,10621.440424138922,2015-06-08 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,,0.0
37,37,20150609,0.0,IC1506,93000000,10777.6,10949.2,10453.6,10702.0,31958,306842,657445730000,10987.8,10713.098760925817,2015-06-09 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,,0.0
38,38,20150610,0.0,IC1506,93000000,10720.4,11326.0,10634.6,10987.8,34462,296046,650935072560,11258.8,10993.816375833485,2015-06-10 15:00:00,1,-1.0,1.0,,,,,,,,0.0,,0.0
39,39,20150611,0.0,IC1506,93000000,11021.0,11290.0,10922.0,11258.8,33448,252066,559859626560,11428.0,11105.417362119446,2015-06-11 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
40,40,20150612,0.0,IC1506,93000000,11356.8,11580.0,11227.4,11428.0,29352,239236,545737561400,11222.6,11405.84112340952,2015-06-12 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
41,41,20150615,0.0,IC1506,93000000,11494.6,11560.0,11029.6,11222.6,27572,227331,514845094560,10839.0,11323.688686540772,2015-06-15 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,,0.0
42,42,20150616,0.0,IC1506,93000000,11095.2,11121.2,10656.2,10839.0,20877,282170,614072849320,11033.4,10881.256854378567,2015-06-16 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
43,43,20150617,0.0,IC1506,93000000,10763.8,11116.4,10507.0,11033.4,15569,242658,524186475680,10672.6,10800.931262929718,2015-06-17 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,,0.0
44,44,20150618,0.0,IC1506,93000000,10981.4,11147.8,10662.4,10672.6,6808,118292,260207516840,9983.2,10998.525548642343,2015-06-18 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,,0.0
45,45,20150619,0.0,IC1507,93000000,10500.0,10609.6,9950.0,9983.2,31879,370502,762287872920,9862.6,10287.230202805922,2015-06-19 15:00:00,-1,-1.0,-4.0,-1.0,,,,,,,0.0,,0.0
46,46,20150623,0.0,IC1507,93000000,10000.0,10100.0,9375.2,9862.6,34580,343615,676222065880,10057.8,9839.82168822665,2015-06-23 15:00:00,-1,-1.0,-5.0,,,,,,,,0.0,,0.0
47,47,20150624,0.0,IC1507,93000000,10003.0,10214.4,9713.6,10057.8,30434,320761,639500489400,9374.0,9968.488834365773,2015-06-24 15:00:00,-1,-1.0,-6.0,,,,,,,,0.0,,0.0
48,48,20150625,0.0,IC1507,93000000,10003.8,10087.6,9336.0,9374.0,29296,340431,670440709000,8629.0,9846.939746967815,2015-06-25 15:00:00,-1,-1.0,-7.0,,,,,,,,0.0,,0.0
49,49,20150626,0.0,IC1507,93000000,9267.6,9380.0,8629.0,8629.0,31211,278135,499393830440,7768.4,8977.543826559046,2015-06-26 15:00:00,-1,-1.0,-8.0,,,,,,,,0.0,,0.0
50,50,20150629,0.0,IC1507,93000000,8624.6,8750.0,7768.4,7768.4,26304,343288,561765142320,8346.0,8182.126120342104,2015-06-29 15:00:00,-1,-1.0,-9.0,,,,,,,,0.0,,0.0
51,51,20150630,0.0,IC1507,93000000,7798.2,8626.4,7557.8,8346.0,25361,390535,634166441520,7509.4,8119.201115392987,2015-06-30 15:00:00,-1,-1.0,-10.0,,,,,,,,0.0,,0.0
52,52,20150701,0.0,IC1507,93000000,8426.6,8800.0,7509.4,7509.4,24876,399886,672764624720,7663.6,8411.955216236627,2015-07-01 15:00:00,-1,-1.0,-11.0,,,,,,,,0.0,,0.0
53,53,20150702,0.0,IC1507,93000000,7796.8,8272.4,7323.8,7663.6,20707,474330,735514725800,7404.0,7753.1963590749065,2015-07-02 15:00:00,-1,-1.0,-12.0,,,,,,,,0.0,,0.0
54,54,20150703,0.0,IC1507,93000000,7569.0,7932.0,7082.0,7404.0,24502,384177,572344259640,7437.0,7448.965706432192,2015-07-03 15:00:00,-1,-1.0,-13.0,,,,,,,,0.0,,0.0
55,55,20150706,0.0,IC1507,93000000,7925.2,7940.0,6702.0,7437.0,23966,326186,471845436160,6516.2,7232.766522168333,2015-07-06 15:00:00,-1,-1.0,-14.0,,,,,,,,0.0,,0.0
56,56,20150707,0.0,IC1507,93000000,7120.2,7210.0,6516.2,6516.2,22106,114241,157355743280,5956.6,6887.008310501484,2015-07-07 15:00:00,-1,-1.0,-15.0,,,,,,,,0.0,,0.0
57,57,20150708,0.0,IC1507,93000000,6700.0,6840.0,5956.6,5956.6,15144,23523,29378317200,7565.2,6244.5940568805,2015-07-08 15:00:00,-1,-1.0,-16.0,,,,,,,,0.0,,0.0
58,58,20150713,0.0,IC1507,93000000,7660.0,7928.0,7307.4,7565.2,10280,85734,132227573640,7645.0,7711.501483658758,2015-07-13 15:00:00,1,-1.0,1.0,,,,,,,,0.0,,0.0
59,59,20150714,0.0,IC1507,93000000,7634.0,7970.0,7600.2,7645.0,6837,107915,167024897200,7136.0,7738.724792660891,2015-07-14 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
60,60,20150715,0.0,IC1507,93000000,7576.6,7647.4,7002.0,7136.0,5579,87474,127993353480,7531.8,7316.07983400782,2015-07-15 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
61,61,20150716,0.0,IC1507,93000000,7067.8,7756.6,6989.0,7531.8,1828,50629,75329453440,7857.6,7439.358217622312,2015-07-16 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,,0.0
62,62,20150717,0.0,IC1508,93000000,7320.0,7857.6,7282.4,7857.6,10762,126870,191878987560,7589.0,7562.031510995508,2015-07-17 15:00:00,1,1.0,5.0,,1.0,,1.0,,0.0,,0.0,,0.0
63,63,20150720,0.0,IC1508,93000000,7861.0,8086.4,7424.6,7589.0,11187,180768,279095863200,7715.0,7719.725371747211,2015-07-20 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
64,64,20150721,0.0,IC1508,93000000,7487.8,7935.2,7402.2,7715.0,9804,178445,274802020560,7773.0,7699.90811062232,2015-07-21 15:00:00,1,-1.0,1.0,,,,,,,,0.0,,0.0
65,65,20150722,0.0,IC1508,93000000,7760.4,7917.6,7572.4,7773.0,10619,142303,220831838040,8386.0,7759.212315973662,2015-07-22 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
66,66,20150723,0.0,IC1508,93000000,7782.2,8498.4,7702.2,8386.0,11372,164801,266490225480,7980.0,8085.212634632072,2015-07-23 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
67,67,20150724,0.0,IC1508,93000000,8470.6,8538.0,7912.6,7980.0,11838,176310,293607579280,7341.4,8326.458490159379,2015-07-24 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,,0.0
68,68,20150727,0.0,IC1508,93000000,7883.0,8179.0,7341.4,7341.4,12095,145423,230263508520,7221.0,7917.025110195774,2015-07-27 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
69,69,20150728,0.0,IC1508,93000000,7284.0,7528.8,7034.0,7221.0,11401,156944,228077925480,7702.0,7266.219972729126,2015-07-28 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,,0.0
70,70,20150729,0.0,IC1508,93000000,7495.8,7715.2,6956.0,7702.0,11127,169660,248925672040,7235.4,7336.015325946009,2015-07-29 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,,0.0
71,71,20150730,0.0,IC1508,93000000,7507.6,7731.0,7149.0,7235.4,11346,180088,270632502760,7399.0,7513.896060814714,2015-07-30 15:00:00,-1,-1.0,-4.0,-1.0,,,,,,,0.0,,0.0
72,72,20150731,0.0,IC1508,93000000,7335.0,7642.2,7210.0,7399.0,10626,142700,211129442240,7065.4,7397.667913104415,2015-07-31 15:00:00,1,-1.0,1.0,,,1.0,,2.0,,0.0,0.0,,0.0
73,73,20150803,0.0,IC1508,93000000,7188.0,7319.8,6995.0,7065.4,11395,91548,130971831480,7657.6,7153.178195045222,2015-08-03 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
74,74,20150804,0.0,IC1508,93000000,7223.4,7708.2,7166.4,7657.6,11312,125361,186468256800,7486.4,7437.251489697753,2015-08-04 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,,0.0
75,75,20150805,0.0,IC1508,93000000,7644.8,7736.8,7460.0,7486.4,10723,111814,169608873360,7545.4,7584.42025864382,2015-08-05 15:00:00,1,-1.0,1.0,,,,,,,,0.0,,0.0
76,76,20150806,0.0,IC1508,93000000,7366.4,7726.0,7366.4,7545.4,11038,117934,178666880160,7851.6,7574.867305442027,2015-08-06 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
77,77,20150807,0.0,IC1508,93000000,7738.0,7965.8,7685.6,7851.6,11483,123036,193187369960,8330.0,7850.847311356026,2015-08-07 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
78,78,20150810,0.0,IC1508,93000000,8024.6,8436.6,7943.6,8330.0,12475,100843,164639549160,8200.6,8163.162002320439,2015-08-10 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,,0.0
79,79,20150811,0.0,IC1508,93000000,8299.6,8396.0,8186.0,8200.6,11063,97901,162620248960,8082.2,8305.341567501864,2015-08-11 15:00:00,1,1.0,5.0,,,,,,,,0.0,,0.0
80,80,20150812,0.0,IC1508,93000000,8194.6,8330.0,8060.0,8082.2,10608,108604,178132611400,8345.8,8201.01522043387,2015-08-12 15:00:00,1,1.0,6.0,,,,,,,,0.0,,0.0
81,81,20150813,0.0,IC1508,93000000,8073.6,8384.4,8052.6,8345.8,11158,107060,175967143640,8397.0,8218.155410050438,2015-08-13 15:00:00,1,1.0,7.0,,,,,,,,0.0,,0.0
82,82,20150814,0.0,IC1508,93000000,8456.2,8527.0,8308.8,8397.0,10775,109989,185835913880,8660.2,8447.931787724227,2015-08-14 15:00:00,1,1.0,8.0,,,,,,,,0.0,,0.0
83,83,20150817,0.0,IC1508,93000000,8307.4,8690.0,8291.6,8660.2,10505,107889,183214858360,7802.0,8490.89612286702,2015-08-17 15:00:00,1,1.0,9.0,,,,,,,,0.0,,0.0
84,84,20150818,0.0,IC1508,93000000,8736.2,8745.4,7770.2,7802.0,8469,130089,215340456000,8151.2,8276.658902751193,2015-08-18 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
85,85,20150819,0.0,IC1508,93000000,7834.4,8198.0,7603.2,8151.2,5614,110069,174132348200,8003.0,7910.144918187682,2015-08-19 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,,0.0
86,86,20150820,0.0,IC1508,93000000,8146.6,8298.4,7993.8,8003.0,3146,50420,82079437720,7207.4,8139.571372471241,2015-08-20 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,,0.0
87,87,20150821,0.0,IC1509,93000000,7592.4,7619.0,7066.0,7207.4,13814,166070,243842711320,6523.6,7341.564139218402,2015-08-21 15:00:00,-1,-1.0,-4.0,-1.0,,,,,,,0.0,,0.0
88,88,20150824,0.0,IC1509,93000000,6977.6,7024.2,6523.6,6523.6,15574,77055,103103572800,5871.4,6690.258438777496,2015-08-24 15:00:00,-1,-1.0,-5.0,,,,,,,,0.0,,0.0
89,89,20150825,0.0,IC1509,93000000,6206.4,6380.0,5871.4,5871.4,15352,114548,141126436600,5400.2,6160.144070607955,2015-08-25 15:00:00,-1,-1.0,-6.0,,,,,,,,0.0,,0.0
90,90,20150826,0.0,IC1509,93000000,5714.8,6150.0,5303.6,5400.2,15626,156806,181093422080,5928.2,5774.441733096947,2015-08-26 15:00:00,-1,-1.0,-7.0,,,,,,,,0.0,,0.0
91,91,20150827,0.0,IC1509,93000000,5876.2,6077.8,5510.4,5928.2,15306,153287,177933560160,6402.6,5803.9351073476555,2015-08-27 15:00:00,-1,-1.0,-8.0,,,,,,,,0.0,,0.0
92,92,20150828,0.0,IC1509,93000000,6061.2,6402.6,5884.0,6402.6,15107,121772,148181208240,5961.4,6084.371129652137,2015-08-28 15:00:00,-1,-1.0,-9.0,,,,,,,,0.0,,0.0
93,93,20150831,0.0,IC1509,93000000,6236.4,6265.0,5852.0,5961.4,13352,80427,97119725560,5373.0,6037.756323125318,2015-08-31 15:00:00,1,-1.0,1.0,,,,,,,,0.0,,0.0
94,94,20150901,0.0,IC1509,93000000,5825.6,5850.0,5363.2,5373.0,14164,103493,115333832120,5377.0,5572.059565381233,2015-09-01 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
95,95,20150902,0.0,IC1509,93000000,5153.0,5900.0,5133.8,5377.0,14496,149732,164595363400,5795.0,5496.332226912083,2015-09-02 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,,0.0
96,96,20150907,0.0,IC1509,93000000,5720.2,5921.8,5720.0,5795.0,11072,9514,11142134000,6383.0,5855.651671221358,2015-09-07 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,,0.0
97,97,20150908,0.0,IC1509,93000000,5792.8,6383.0,5765.0,6383.0,9509,10241,12440280360,6369.0,6073.762503661752,2015-09-08 15:00:00,1,-1.0,1.0,,,,,,,,0.0,,0.0
98,98,20150909,0.0,IC1509,93000000,6399.8,6578.0,6300.0,6369.0,9401,8062,10373546520,6319.0,6433.606127511784,2015-09-09 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
99,99,20150910,0.0,IC1509,93000000,6240.6,6463.8,6240.6,6319.0,9113,5676,7218729960,6418.0,6358.9939746300215,2015-09-10 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
100,100,20150911,0.0,IC1509,93000000,6407.4,6489.0,6296.2,6418.0,8909,5607,7173042200,5758.2,6396.5063313715,2015-09-11 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,,0.0
101,101,20150914,0.0,IC1509,93000000,6481.2,6491.6,5758.2,5758.2,7599,7645,9352909920,5663.6,6117.011066056246,2015-09-14 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
102,102,20150915,0.0,IC1509,93000000,5778.6,5898.0,5590.2,5663.6,6912,6120,7037466040,6050.8,5749.563758169934,2015-09-15 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,,0.0
103,103,20150916,0.0,IC1509,93000000,5802.0,6200.0,5620.0,6050.8,5599,6864,8049516840,5955.0,5863.575786713287,2015-09-16 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,,0.0
104,104,20150917,0.0,IC1509,93000000,6028.2,6218.2,5855.0,5955.0,3636,3574,4345955000,5830.0,6079.959429210968,2015-09-17 15:00:00,-1,-1.0,-4.0,-1.0,,,,,,,0.0,,0.0
105,105,20150918,0.0,IC1510,93000000,5818.8,5898.6,5658.0,5830.0,7371,7822,9022716960,6170.2,5767.5255433392995,2015-09-18 15:00:00,1,-1.0,1.0,,,,,,,,0.0,,0.0
106,106,20150921,0.0,IC1510,93000000,5721.0,6183.0,5717.4,6170.2,8588,9146,10902946680,6077.8,5960.500043734966,2015-09-21 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
107,107,20150922,0.0,IC1510,93000000,6164.2,6179.6,6006.2,6077.8,8743,8522,10388361480,5980.4,6095.025510443557,2015-09-22 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
108,108,20150923,0.0,IC1510,93000000,6028.0,6092.0,5903.0,5980.4,9004,8071,9691451720,6100.0,6003.872952546152,2015-09-23 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,,0.0
109,109,20150924,0.0,IC1510,93000000,6090.8,6146.8,5978.0,6100.0,9329,8098,9832473720,5787.4,6070.92721659669,2015-09-24 15:00:00,1,1.0,5.0,,,,,,,,0.0,,0.0
110,110,20150925,0.0,IC1510,93000000,6061.8,6114.8,5713.0,5787.4,8974,10003,11791494520,5994.4,5893.979066280116,2015-09-25 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
111,111,20150928,0.0,IC1510,93000000,5840.0,6034.0,5770.0,5994.4,9251,8859,10487729960,5912.2,5919.2515859577825,2015-09-28 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,,0.0
112,112,20150929,0.0,IC1510,93000000,5902.4,5942.0,5788.2,5912.2,9170,7799,9158809400,5917.8,5871.784459546096,2015-09-29 15:00:00,-1,-1.0,-3.0,,,,,,,,0.0,,0.0
113,113,20150930,0.0,IC1510,93000000,5989.0,5993.0,5852.0,5917.8,8796,6450,7640227280,6195.2,5922.65680620155,2015-09-30 15:00:00,-1,-1.0,-4.0,-1.0,,,,,,,0.0,,0.0
114,114,20151008,0.0,IC1510,93000000,6278.6,6335.0,6191.8,6195.2,9007,6055,7579290840,6406.8,6258.704244426094,2015-10-08 15:00:00,1,-1.0,1.0,,,1.0,,3.0,,0.0,0.0,,0.0
115,115,20151009,0.0,IC1510,93000000,6215.2,6444.6,6213.8,6406.8,8901,6885,8701722040,6642.6,6319.33336238199,2015-10-09 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
116,116,20151012,0.0,IC1510,93000000,6488.0,6790.0,6461.2,6642.6,8977,7660,10182319200,6688.6,6646.4224543080945,2015-10-12 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
117,117,20151013,0.0,IC1510,93000000,6608.0,6737.4,6608.0,6688.6,8048,5929,7916022400,6645.2,6675.680890538034,2015-10-13 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,,0.0
118,118,20151014,0.0,IC1510,93000000,6707.2,6743.4,6640.0,6645.2,6782,6357,8503728760,6954.8,6688.4762938493,2015-10-14 15:00:00,1,1.0,5.0,,,,,,,,0.0,,0.0
119,119,20151015,0.0,IC1510,93000000,6675.0,6957.0,6665.2,6954.8,4445,5315,7230513800,6779.0,6801.988523047978,2015-10-15 15:00:00,1,1.0,6.0,,,,,,,,0.0,,0.0
120,120,20151016,0.0,IC1511,93000000,6837.8,6865.0,6644.4,6779.0,7443,6712,9057095480,6685.0,6746.942401668653,2015-10-16 15:00:00,1,1.0,7.0,,,,,,,,0.0,,0.0
121,121,20151019,0.0,IC1511,93000000,6797.2,6817.8,6530.0,6685.0,8196,8006,10704957440,6850.0,6685.58421184112,2015-10-19 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
122,122,20151020,0.0,IC1511,93000000,6666.0,6850.0,6646.2,6850.0,8956,8336,11223622800,6478.8,6732.01943378119,2015-10-20 15:00:00,1,-1.0,1.0,,,,,,,,0.0,,0.0
123,123,20151021,0.0,IC1511,93000000,6785.0,6795.6,6451.0,6478.8,9261,9899,13113570280,6666.2,6623.684351954743,2015-10-21 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
124,124,20151022,0.0,IC1511,93000000,6555.0,6735.0,6483.0,6666.2,9983,9579,12657848320,6908.0,6607.082325921286,2015-10-22 15:00:00,-1,-1.0,-2.0,,,,,,,,0.0,,0.0
125,125,20151023,0.0,IC1511,93000000,6694.2,6917.4,6671.0,6908.0,10045,9069,12288162800,6865.0,6774.816848605139,2015-10-23 15:00:00,1,-1.0,1.0,,,,,,,,0.0,,0.0
126,126,20151026,0.0,IC1511,93000000,6878.2,6895.6,6750.0,6865.0,10328,7900,10782619520,6903.4,6824.442734177215,2015-10-26 15:00:00,1,1.0,2.0,,,,,,,,0.0,,0.0
127,127,20151027,0.0,IC1511,93000000,6784.6,6990.0,6641.2,6903.4,10853,9732,13215265320,6683.4,6789.593773119605,2015-10-27 15:00:00,1,1.0,3.0,,,,,,,,0.0,,0.0
128,128,20151028,0.0,IC1511,93000000,6879.2,6927.0,6666.8,6683.4,10741,9058,12300195120,6782.0,6789.685979244866,2015-10-28 15:00:00,1,1.0,4.0,1.0,,,,,,,0.0,,0.0
129,129,20151029,0.0,IC1511,93000000,6761.0,6886.6,6655.0,6782.0,11261,8921,12079627360,6783.8,6770.332563613944,2015-10-29 15:00:00,-1,1.0,-1.0,,,,,,,,0.0,,0.0
